Kiosk ID
1001
1002
1003
1004
1005
1006
1007
1008
2494
2495
2496
2497
2498
2499
2500
2501
2502
2503
2504
2536
2537
2538
2539
2540
2541
2542
2544
2545
2546
2547
2548
2549
2550
2552
2561
2562
2563
2564
2565
2566
2567
2568
2569
2570
2571
2572
2574
2575
2576
2707
2711
2712
2822
2823
3291
3292
3293
3294
3377
3381
3390
3455
3464
3513
3619
3621
3635
3660
3684
3685
3686
3687
